Country,Date,City,Latitude (Degrees),Longitude (Degrees),Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
TD,1612756644,ushuaia,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kaeo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,rikitea,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kavieng,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hasaki,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,oriximina,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,pacific grove,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mahibadhoo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,caravelas,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bluff,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,buta,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vaini,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,punta arenas,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,okhotsk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,terrasini,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mataura,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,taolanaro,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,marcona,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lusambo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sampit,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ilulissat,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,geraldton,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,carnarvon,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,barrow,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,skjervoy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,touros,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,castro,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,east london,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,albany,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,busselton,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,constitucion,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kruisfontein,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mahebourg,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,zyryanovsk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,khatanga,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kaitangata,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sibolga,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,padang,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jamestown,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hofn,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bredasdorp,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,severo-kurilsk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,salta,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bavly,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cape town,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,asahikawa,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vuktyl,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,richards bay,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,chuy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,grindavik,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,dikson,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kahului,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,urengoy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,omboue,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,qaanaaq,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,miri,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jaguaruna,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,yellowknife,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saint george,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,rungata,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hobart,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,barentsburg,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,oskarshamn,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,haapiti,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kirakira,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ribeira grande,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,upernavik,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,esperance,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,leningradskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hermanus,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mandera,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,monrovia,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,avarua,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cartagena del chaira,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mnogovershinnyy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hilo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,chililabombwe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hithadhoo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,quatre cocos,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saint-philippe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kuche,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,namatanai,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mount isa,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tuktoyaktuk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tashtyp,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nikolskoye,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,iskateley,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,fukue,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,port alfred,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tuatapere,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,naraini,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,santa isabel do rio negro,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,troitsko-pechorsk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,asbest,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,belushya guba,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cabo san lucas,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,coachella,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,souillac,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tsihombe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tokur,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lagos,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hay river,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,karratha,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nkayi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,fortuna,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,port hawkesbury,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,pevek,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,karaton,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,auki,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ponta do sol,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,oksfjord,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bheramara,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,salalah,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,oranjemund,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,muli,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,chokurdakh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,adrar,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,patacamaya,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bryan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,shelburne,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,warmbad,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,aklavik,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,smirnykh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cherskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,samusu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,svarstad,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jerome,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,valparaiso,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,talnakh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,baghdad,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sumenep,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,warrington,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,gilgit,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,avera,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,comodoro rivadavia,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,severomuysk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,derzhavinsk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bara,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,atuona,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bushehr,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mirabad,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mys shmidta,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,georgetown,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,atar,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nanortalik,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,airai,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,laibin,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,zafra,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ancud,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saint-pierre,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,grand forks,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,maniitsoq,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vaitupu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,galle,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,punta cardon,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hellvik,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tasiilaq,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ormara,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nago,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bethel,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mar del plata,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,alofi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,boende,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,umm lajj,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lesnoy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kodiak,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,buraydah,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,samarai,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,shache,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cuamba,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,soddy-daisy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,itoman,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,slave lake,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vila velha,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,faanui,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,slovenska bistrica,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saint-augustin,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tiksi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,khandyga,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kavaratti,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,port lincoln,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,paamiut,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,illoqqortoormiut,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,acajutla,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,asyut,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,banda aceh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,asau,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ambilobe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,san patricio,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,chake chake,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,havoysund,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ukiah,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,san andres,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ossora,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,myitkyina,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lompoc,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kichera,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nyurba,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kjopsvik,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,berdigestyakh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,deputatskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,arraial do cabo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saint anthony,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bengkulu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bermeo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,pitimbu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bereda,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,new norfolk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vila franca do campo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lata,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,puerto escondido,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saskylakh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nhulunbuy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sentyabrskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ostrovnoy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,clyde river,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,imbituba,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lancaster,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,palmer,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,zhigansk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,napoleon,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,marsh harbour,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,asfi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lujan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ixtapa,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,puerto ayora,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jatai,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,razole,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kibuye,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,belyy yar,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mango,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ordzhonikidze,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cooma,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,meyungs,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,port elizabeth,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nosy varika,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ostersund,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,los llanos de aridane,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,campoverde,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,weligama,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bestobe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,petropavlovsk-kamchatskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,fairbanks,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ankang,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sao joao da barra,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nouadhibou,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bolungarvik,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mount gambier,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kuytun,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saleaula,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,melita,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bayir,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vao,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,aswan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,te anau,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kapaa,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,olafsvik,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,soyo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tidore,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,wynyard,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,benito juarez,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,awbari,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,makubetsu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,fort saint john,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kabare,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mehamn,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,damietta,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sibu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hamadan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ambon,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,glyadyanskoye,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cheuskiny,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,irbil,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,yerbogachen,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,pangnirtung,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,codrington,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vardo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,agirish,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,umm durman,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sioux lookout,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,namibe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,osinovo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,redmond,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,laguna,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nome,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,katsuura,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bima,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,el mahalla el kubra,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sarai naurang,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,muravlenko,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,boa vista,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,creel,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,torbay,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,luis correia,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lolua,13.8292,20.8324,16.88,27,99,6.01
