Country,Date,City,Latitude (Degrees),Longitude (Degrees),Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
TD,1612756644,launceston,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,eregli,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,frankfort,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,paita,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,okandja,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,senanga,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ambovombe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,puerto narino,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,san cristobal,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tarancon,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jelgava,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,biltine,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,novo aripuana,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,canora,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,honiara,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tuy hoa,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,baykit,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,butaritari,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lluta,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,luderitz,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,acapulco,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sao filipe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,egvekinot,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,waingapu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mabaruma,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saint-joseph,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cravo norte,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,pangai,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,qaqortoq,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,victoria,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,amderma,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,teya,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,burnie,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,agva,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hobyo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,savinskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,yar-sale,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,taoudenni,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,la union,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tetela de ocampo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kazerun,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sitka,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,attawapiskat,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cidreira,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mareeba,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,evanston,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kamaishi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mahajanga,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,qazvin,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,half moon bay,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tutoia,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kalivai,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,shkoder,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,iqaluit,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,merrill,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,narsaq,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,shadrinsk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mezen,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hurricane,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kuvshinovo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,thompson,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,shingu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,camana,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lima,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,imeni poliny osipenko,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jacareacanga,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ryotsu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,berlevag,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,stoyba,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bambous virieux,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,biak,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,turukhansk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sharjah,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lagoa,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,christchurch,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sompeta,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,grand river south east,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lethem,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,gimli,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,murgab,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bandarbeyla,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,seoul,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,salinopolis,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,port blair,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,beringovskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kilrush,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,harper,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vereya,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ngukurr,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,abbeville,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,svetlyy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,portland,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,brownsville,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,loksa,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,baft,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ola,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mogadishu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,marawi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jasper,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,surgut,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,barmer,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,shunyi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,chulman,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,chapais,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,moerai,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,college,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sivas,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,maghama,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ksenyevka,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tomatlan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,longyearbyen,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vanimo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kismayo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vosselaar,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kidal,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,quelimane,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,batagay,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,galveston,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,dakar,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sterling,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,poya,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,gulshat,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kyabe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sinnamary,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,klaksvik,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,necochea,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saldanha,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,qasigiannguit,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,pouembout,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ilasan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,santa cruz cabralia,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,dunedin,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,dingle,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sobolevo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kyren,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,fort nelson,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,beidao,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,wukari,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,dubreka,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,klobuck,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,yialos,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,prince rupert,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,daoukro,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mattru,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jumla,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,rio grande,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,spas-klepiki,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tommot,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,dolinsk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vredendal,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mazagao,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saryg-sep,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bell ville,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,san german,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saveh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,samalaeulu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kirkuk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,singida,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tumannyy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,raudeberg,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,xuddur,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,marystown,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,whitehorse,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mercedes,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,porto novo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jamame,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nizhneyansk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cagayan de tawi-tawi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nuuk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,komsomolskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kuching,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tiarei,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bonthe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,port shepstone,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,rojhan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,gomel,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,prince albert,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vershino-darasunskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ilebo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ikast,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,teknaf,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tottori,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ulety,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hualmay,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mbaiki,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,khilok,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,riyadh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,port-gentil,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cockburn town,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jiexiu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mo i rana,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sabzevar,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,boulder,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mantua,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,rocha,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,provideniya,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,raga,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,virginia beach,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mizdah,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,emba,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,norman wells,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,namie,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,halalo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,korem,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kendari,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,madaoua,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,phra phutthabat,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lasa,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,manitouwadge,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,evensk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,koslan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,erzin,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,zaysan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,shakawe,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,san quintin,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,astaneh-ye ashrafiyeh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bud,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bowen,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nacala,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,altamira,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tecoanapa,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,muramatsu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sanmenxia,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sao miguel do tapuio,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,montepuez,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vestmannaeyjar,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,coquimbo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,dzaoudzi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saint-vallier,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tucuma,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,niquero,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mollendo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ketchikan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,haines junction,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nemuro,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nova praha,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,esmeralda,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,verkhnevilyuysk,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,homer,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,havre-saint-pierre,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sovetskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,moroni,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ibotirama,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,sao jose da coroa grande,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,antofagasta,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,makat,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,muisne,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mitsamiouli,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,cayenne,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bargal,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,dharchula,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,namtsy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,patti,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,marilia,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kalaleh,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,chipata,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,port hardy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,alto araguaia,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,naldurg,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,wentzville,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,henties bay,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,saryshagan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tual,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kartaly,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,mukhen,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,camacha,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kassala,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hirara,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,boyolangu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,dubenskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,marshall,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,hokitika,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,werda,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tungor,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ovsyanka,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,rio gallegos,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kangaatsiaq,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kutum,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,tirat karmel,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,bollnas,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,inderborskiy,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,matadi,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,jeremie,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,phan thiet,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,zhezkazgan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,vapnyarka,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ardu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,moissala,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,aykhal,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,uruzgan,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,ocampo,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,klichka,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,lebu,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,la ronge,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,najran,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nova olinda do norte,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,karabulak,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,kupang,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,nyaunglebin,13.8292,20.8324,16.88,27,99,6.01
TD,1612756644,abeche,13.8292,20.8324,16.88,27,99,6.01
